post_title,post_url,author_name,author_url,response_count,response_latest_time
地铁10/13号线 芍药居换乘站 芍药居北里出租  朝南主卧室 真实房源 实图2599月 电话13146764045,https://www.douban.com/group/topic/261010552/,ab900710,https://www.douban.com/people/224019623/,0,2022-02-26 10:02:00
已租出,https://www.douban.com/group/topic/261010425/,Cabu,https://www.douban.com/people/233102186/,11,2022-02-26 10:00:00
无中介费，宋家庄地铁400米，鹤巢居落地阳台，房源真实，随时看房，拎包入住18501247372V同,https://www.douban.com/group/topic/261010287/,无中介费,https://www.douban.com/people/248157306/,0,2022-02-26 09:58:00
地铁北苑路北！奥森公园旁上元君庭出租大两居室！看房有钥匙！联系13811637795vx同,https://www.douban.com/group/topic/261010198/,丸子,https://www.douban.com/people/230425042/,0,2022-02-26 09:57:00
国贸 大望路 慈云寺，住邦2000旁，远洋天地，精装主卧带阳台出租，高档小区，周边设施齐全，无隔断，无中介，随时看，随时住！,https://www.douban.com/group/topic/261010186/,@您   无   我,https://www.douban.com/people/234034640/,2,2022-02-26 09:57:00
"4号线，19号线新宫站,飞腾家园朝南大主卧,1700，房东直租,无中介费",https://www.douban.com/group/topic/261010170/,达达,https://www.douban.com/people/197879026/,0,2022-02-26 09:56:00
昌平 沙河地铁 巩华家园 两居室整租 4600随时入住 不收中介费13381195173,https://www.douban.com/group/topic/261010146/,小胖狗,https://www.douban.com/people/251424965/,0,2022-02-26 09:56:00
10号线潘家园站 古玩市场 华威北里附近精装次卧出租 没有中介费 随时入住 仅限一人,https://www.douban.com/group/topic/261009945/,豆友VC8CV0Gyfc,https://www.douban.com/people/249769081/,0,2022-02-26 09:53:00
海淀西二旗140平大三居，8400每月,https://www.douban.com/group/topic/261009924/,观者,https://www.douban.com/people/244744877/,0,2022-02-26 09:52:00
招合租室友：丰台区丰台路口东、地铁七里庄(14、9号线)、六里桥（9、10号线）附近，干净、温馨，供暖、采光好，家具家电齐全。,https://www.douban.com/group/topic/261009922/,Darren Li,https://www.douban.com/people/207354175/,3,2022-02-26 09:52:00
朝阳区将台地铁站芳园里次卧出租,https://www.douban.com/group/topic/261009920/,姜,https://www.douban.com/people/242784694/,0,2022-02-26 09:52:00
4号线西红门站宏盛家园一层大次卧，三室两厅两卫住三家，随时入住，包物业取暖，出门就是公交站，饭店,https://www.douban.com/group/topic/261009905/,勇往直前,https://www.douban.com/people/237388463/,0,2022-02-26 09:52:00
个人转租 急转5号线立水桥南 15号线北苑 超大朝南带阳台,https://www.douban.com/group/topic/261009740/,小葵花,https://www.douban.com/people/158500602/,1,2022-02-26 09:49:00
【找室友】 8号线回龙观东大街站旁正规次卧,https://www.douban.com/group/topic/261009659/,ThinkGold,https://www.douban.com/people/70234337/,6,2022-02-26 09:47:00
15号线后沙峪国门智慧城精装修大三居，可整租可分租，家电齐全随时入住，无中介费服务费，先到先选房,https://www.douban.com/group/topic/261009597/,🏠🏠,https://www.douban.com/people/247487105/,0,2022-02-26 09:46:00
16号线 温阳路地铁站 整租两居室找室友（可直达马连洼 西北旺 软件园）,https://www.douban.com/group/topic/261009546/,xxii,https://www.douban.com/people/162891209/,1,2022-02-26 09:45:00
望京、东湖渠、来广营地区动感花园个人转租，2900/月,https://www.douban.com/group/topic/261009453/,胥胥呦,https://www.douban.com/people/190325079/,1,2022-02-26 09:44:00
【整套转租同地段房型最低价】北京中关村软件园西北旺一居室无中介费,https://www.douban.com/group/topic/261009370/,FarewellSakura,https://www.douban.com/people/140858832/,0,2022-02-26 09:42:00
6号线 褡裢坡地铁站 定福家园北里一号院  三家合租 大主卧阳台  压一付一  随时看房,https://www.douban.com/group/topic/261009352/,小红薯,https://www.douban.com/people/227666069/,0,2022-02-26 09:41:00
无中介费，自己房直租，大兴榆垡椿蓉园（近大兴新机场）正规二居室，家电齐全，可拎包入住1550整租。,https://www.douban.com/group/topic/261009304/,李大锤宝鸭,https://www.douban.com/people/252925726/,2,2022-02-26 09:40:00
16号线 温阳路地铁站 整租两居室找室友（可直达马连洼 西北旺 软件园）,https://www.douban.com/group/topic/261009546/,xxii,https://www.douban.com/people/162891209/,1,2022-02-26 09:45:00
望京、东湖渠、来广营地区动感花园个人转租，2900/月,https://www.douban.com/group/topic/261009453/,胥胥呦,https://www.douban.com/people/190325079/,1,2022-02-26 09:44:00
【整套转租同地段房型最低价】北京中关村软件园西北旺一居室无中介费,https://www.douban.com/group/topic/261009370/,FarewellSakura,https://www.douban.com/people/140858832/,0,2022-02-26 09:42:00
6号线 褡裢坡地铁站 定福家园北里一号院  三家合租 大主卧阳台  压一付一  随时看房,https://www.douban.com/group/topic/261009352/,小红薯,https://www.douban.com/people/227666069/,0,2022-02-26 09:41:00
无中介费，自己房直租，大兴榆垡椿蓉园（近大兴新机场）正规二居室，家电齐全，可拎包入住1550整租。,https://www.douban.com/group/topic/261009304/,李大锤宝鸭,https://www.douban.com/people/252925726/,2,2022-02-26 09:40:00
朝阳像素北区南向次卧1700包物业取暖民水民电,https://www.douban.com/group/topic/261009246/,不解风情,https://www.douban.com/people/252111277/,0,2022-02-26 09:39:00
10号线地铁牡丹园小区华盛家园3居室次卧一间招租单身一位,https://www.douban.com/group/topic/261009143/,毛毛,https://www.douban.com/people/157348653/,0,2022-02-26 09:37:00
0中介费 西北旺 马连洼 中关村软件园滴滴联想 网易百度 新浪16号线地铁附近小区各种房源整租 合租 随时免费咨询,https://www.douban.com/group/topic/261009034/,古德猫宁'',https://www.douban.com/people/239025275/,0,2022-02-26 09:35:00
10号线牡丹园志新村，22平大主卧个人出租,https://www.douban.com/group/topic/261009025/,小猪,https://www.douban.com/people/183741396/,5,2022-02-26 09:35:00
西坝河出租，仅限男生,https://www.douban.com/group/topic/261008906/,豆友888,https://www.douban.com/people/191891585/,0,2022-02-26 09:33:00
16号线近中关村马连洼街道竹园小区两居室主卧找室友啦,https://www.douban.com/group/topic/261008873/,皓aa,https://www.douban.com/people/182744105/,4,2022-02-26 09:32:00
出租_东坝_朝新嘉园东里四区_主卧带独立卫生间_男女不限,https://www.douban.com/group/topic/261008811/,豆友186582762,https://www.douban.com/people/186582762/,0,2022-02-26 09:31:00
求租湾子或者达官营地铁附近正规卧室,https://www.douban.com/group/topic/261008768/,Doublelife,https://www.douban.com/people/35964055/,0,2022-02-26 09:30:00
1号线 四惠地铁站  力源里 精装两居  押一付一  随时看房,https://www.douban.com/group/topic/261008751/,豆友242465406,https://www.douban.com/people/242465406/,2,2022-02-26 09:30:00
6号线田村地铁定慧桥五路居天合家园南向主卧出租,https://www.douban.com/group/topic/261008701/,罗家小天,https://www.douban.com/people/192445523/,0,2022-02-26 09:29:00
6号线 青年路地铁站 华纺易城精装主卧独卫  押一付一 随时看房,https://www.douban.com/group/topic/261008653/,小月亮,https://www.douban.com/people/242908906/,0,2022-02-26 09:28:00
出租南沙滩，北沙滩，中科院地理所，单人间1300元,https://www.douban.com/group/topic/261008633/,A陈,https://www.douban.com/people/224746999/,4,2022-02-26 09:28:00
8号线朱辛庄地铁站附近出租 主卧 次卧 单间800-2000随时看房入住 联系电话13231480507同V,https://www.douban.com/group/topic/261008604/,浚,https://www.douban.com/people/248815088/,0,2022-02-26 09:27:00
将府锦苑次卧降价转租，将台地铁站，酒仙桥，东坝附近,https://www.douban.com/group/topic/261008555/,啦啦啦,https://www.douban.com/people/217177426/,3,2022-02-26 09:26:00
丽泽商务区，丽泽SOHO，汇亚大厦，天街附近，金兴苑小区正规次卧,https://www.douban.com/group/topic/261008499/,c三个点,https://www.douban.com/people/cc17610618265/,0,2022-02-26 09:25:00
姚家园西里五号院精致朝南次卧,https://www.douban.com/group/topic/261008323/,豆友brTS4k5Z-g,https://www.douban.com/people/254003887/,2,2022-02-26 09:21:00
4+19号新宫地铁站 大悦城旁 南庭新苑北区精装两居室5000/月  三月初到期 看房方便 看房电话☎18612762809,https://www.douban.com/group/topic/261008280/,🦔,https://www.douban.com/people/203861153/,1,2022-02-26 09:20:00
来广营望京三元桥九仙桥地铁十五号线康营家园新出精装单间 可月付 无押金 无杂费 随时看房 拎包入住 包网 维修 保洁,https://www.douban.com/group/topic/261008238/,豆友PfrsMoVXHY,https://www.douban.com/people/253920559/,0,2022-02-26 09:19:00
金台路，延静里，甜水园，道家园小区单间1600元,https://www.douban.com/group/topic/261008069/,彭彭,https://www.douban.com/people/246786999/,0,2022-02-26 09:15:00
潘家园地铁口,https://www.douban.com/group/topic/261008060/,红鲤鱼与驴,https://www.douban.com/people/207228481/,1,2022-02-26 09:15:00
康营家园，来广营，望京，半小时通勤，公交直达，配套齐全，随时看房，拎包入住，图片真实，v18233446771,https://www.douban.com/group/topic/261008042/,豆友206853347,https://www.douban.com/people/206853347/,0,2022-02-26 09:15:00
来广营望京三元桥九仙桥地铁十五号线康营家园新出精装单间 可月付 无押金 无杂费 随时看房 拎包入住 包网 维修 保洁,https://www.douban.com/group/topic/261008003/,1,https://www.douban.com/people/254054858/,0,2022-02-26 09:14:00
九龙山次卧2790,https://www.douban.com/group/topic/261007902/,Sad,https://www.douban.com/people/187627845/,1,2022-02-26 09:11:00
国贸附近/北京东城区双井现房招一名女生长租,https://www.douban.com/group/topic/261007816/,阳光,https://www.douban.com/people/225147774/,1,2022-02-26 09:09:00
10号线 潘家园地铁  14号线北工大地铁  主卧阳台  随时看房   微信  13661282091,https://www.douban.com/group/topic/261007813/,王撕葱！,https://www.douban.com/people/244752918/,0,2022-02-26 09:09:00
回龙观 新龙城小区 主卧独卫。主卧次卧出租13311313100,https://www.douban.com/group/topic/261007722/,北方的狼,https://www.douban.com/people/68050627/,2,2022-02-26 09:07:00
13.8号线地铁站附近精装主卧，次卧出租1600,https://www.douban.com/group/topic/261007674/,相信自己,https://www.douban.com/people/156545725/,0,2022-02-26 09:06:00
6号线黄渠，民族家园南向主卧2000块！图片实拍，随时看房，入住！17746580555,https://www.douban.com/group/topic/261007646/,Mr张,https://www.douban.com/people/235299970/,3,2022-02-26 09:06:00
个人急转大兴区4号线生物医药基地正规次卧1750地铁口5分钟可做饭,https://www.douban.com/group/topic/261007619/,賴問,https://www.douban.com/people/premierlai/,0,2022-02-26 09:05:00
地铁六号线物资学院路站地铁走路5分钟，新建村期高层新小区，新小区周边绿化好购物，方便出门就是大学小吃街,https://www.douban.com/group/topic/261007602/,。。。。,https://www.douban.com/people/239521465/,0,2022-02-26 09:04:00
6号线常营地铁,https://www.douban.com/group/topic/261007559/,北京租房,https://www.douban.com/people/A17663082257/,0,2022-02-26 09:03:00
已租,https://www.douban.com/group/topic/261007475/,柠檬茶,https://www.douban.com/people/82620919/,2,2022-02-26 09:01:00
地铁10号线 牡丹园地铁口 花园路5号院 精装修全女孩主卧次卧一屋一人 价格3800不收中介费 看房随时 免费送网,https://www.douban.com/group/topic/261007467/,成成,https://www.douban.com/people/229769278/,0,2022-02-26 09:01:00
急租！！！5350元回龙观东亚上北两居，绝对个人房屋真诚出租!!!,https://www.douban.com/group/topic/261007422/,阿左毛,https://www.douban.com/people/252810251/,2,2022-02-26 09:00:00
6号线十里堡站，石佛营东里小区电梯楼两居室,https://www.douban.com/group/topic/261007373/,张,https://www.douban.com/people/249915388/,3,2022-02-26 08:59:00
个人转租_东馨园小区朝南大次卧2400一个月_进中关村软件园百度科技园腾讯网易新浪地铁马连洼上地西二旗,https://www.douban.com/group/topic/261007322/,dzt2,https://www.douban.com/people/dzt2/,2,2022-02-26 08:57:00
地铁5号线，10号线宋家庄地铁精装南向一居！看上的联系！联系方式13522379427,https://www.douban.com/group/topic/261007182/,豆瓣颜值担当,https://www.douban.com/people/226801572/,2,2022-02-26 08:52:00
北京转租！！双桥地铁站500米，南向整租一居室4400！,https://www.douban.com/group/topic/261007106/,炸鸡,https://www.douban.com/people/140809715/,1,2022-02-26 08:50:00
4、19号线新宫地铁站附近大厅卧独立阳台,https://www.douban.com/group/topic/261006974/,Tunaisi,https://www.douban.com/people/223876404/,0,2022-02-26 08:46:00
求租华纺易城东区独卫主卧,https://www.douban.com/group/topic/261006938/,知识海洋里仰泳,https://www.douban.com/people/161490087/,2,2022-02-26 08:45:00
【个人出租】二环光明桥出租主卧，在国贸/大望路/潘家园/劲松/建国门附近上班的小伙伴看过来~~,https://www.douban.com/group/topic/261006752/,随遇而安,https://www.douban.com/people/140434281/,0,2022-02-26 08:38:00
求租，整租两居室或三居室,https://www.douban.com/group/topic/261006728/,Molly,https://www.douban.com/people/197021442/,4,2022-02-26 08:37:00
【求租】交通大学附近合租单间,https://www.douban.com/group/topic/261006687/,见你未见的世界,https://www.douban.com/people/193881427/,2,2022-02-26 08:36:00
求直租 五道口附近一居室,https://www.douban.com/group/topic/261006523/,Audre,https://www.douban.com/people/196303509/,0,2022-02-26 08:30:00
朝阳区传媒大学附近个人直租,https://www.douban.com/group/topic/261006256/,豆友202230050,https://www.douban.com/people/202230050/,1,2022-02-26 08:19:00
八通线临河里，高炮师小区，精装主卧独卫，独立卫生间，2600/月同v1760506168,https://www.douban.com/group/topic/261006167/,欧阳！！,https://www.douban.com/people/244766121/,0,2022-02-26 08:15:00
中关村 苏州街 人大西门 3人间1300元女生床位转租,https://www.douban.com/group/topic/261006035/,豆友222433030,https://www.douban.com/people/222433030/,0,2022-02-26 08:10:00
求租，十号线牡丹园，西土城，知春路两居室,https://www.douban.com/group/topic/261005928/,姜建成,https://www.douban.com/people/158100255/,4,2022-02-26 08:05:00
个人门头沟两居转租,https://www.douban.com/group/topic/261005865/,大飞象,https://www.douban.com/people/234695084/,3,2022-02-26 08:01:00
房东个人直租：中关村软件园上地西二旗西三旗8号育新和13号回龙观地铁周边新康园正规主卧（2700）和正规次卧（2400）,https://www.douban.com/group/topic/261005834/,胖娃娃,https://www.douban.com/people/238546248/,0,2022-02-26 08:00:00
广安门丽泽七号线达观营，红居南街1号院，精装阳台主卧转租，限女生1人，3400无中介费不议价,https://www.douban.com/group/topic/261005820/,RQ,https://www.douban.com/people/150762665/,0,2022-02-26 07:59:00
8号线南段地铁房次卧出租,https://www.douban.com/group/topic/261005760/,航天小伙,https://www.douban.com/people/244137124/,0,2022-02-26 07:56:00
16号线 西北旺 朝北次卧2860 电梯房 集中供暖。家具家电齐全 拎包入住 电梯房 近百度 网易 联想 新浪 随时入住,https://www.douban.com/group/topic/261005739/,表象与本质,https://www.douban.com/people/231946320/,0,2022-02-26 07:55:00
出租和平里北街主卧房子,https://www.douban.com/group/topic/261005553/,豆友197638209,https://www.douban.com/people/197638209/,0,2022-02-26 07:43:00
京粮天合家园小区有房出租,https://www.douban.com/group/topic/261005420/,幺 零,https://www.douban.com/people/154233221/,0,2022-02-26 07:35:00
出租15号线后沙峪国门智慧城精装次卧1200，主卧1500起，家居家电齐全，可押一付一，电话13146460411,https://www.douban.com/group/topic/261005338/,豆友199807415,https://www.douban.com/people/199807415/,0,2022-02-26 07:30:00
【吉屋出租】劲松-潘家园社区52平米两居室一套。谢绝中介代理！,https://www.douban.com/group/topic/261005088/,Derr!ck,https://www.douban.com/people/152749404/,3,2022-02-26 07:08:00
西二旗地铁站附近，融泽嘉园,https://www.douban.com/group/topic/261004809/,响当当,https://www.douban.com/people/250139171/,1,2022-02-26 06:26:00
（求人品好星人）房东新房直租、全屋大牌精装、配套全屋家电、新中式园林、紧邻冬奥组委、大商场环绕、地铁六号线金安桥站！,https://www.douban.com/group/topic/261004514/,千无千,https://www.douban.com/people/50712099/,0,2022-02-26 05:22:00
三里屯/呼家楼/国贸/东三环/地铁10/6号线（呼家楼地铁）复星国际后身/核桃园北里5号楼1楼 三家/大次卧/2900月,https://www.douban.com/group/topic/261004096/,微信 261382061,https://www.douban.com/people/233913839/,2,2022-02-26 04:03:00
求国贸附近业主直租2居室,https://www.douban.com/group/topic/261003515/,3,https://www.douban.com/people/175306116/,0,2022-02-26 02:49:00
💯整租合租都可以,https://www.douban.com/group/topic/261003251/,你你你早干嘛去l,https://www.douban.com/people/143900755/,6,2022-02-26 02:34:00
【非中介！】四号线义和庄站旁 大兴区金悦府小区次卧  1400/月 合租单间,https://www.douban.com/group/topic/261002393/,clove,https://www.douban.com/people/27882380/,0,2022-02-26 01:52:00
转租，物资学院主卧，随时可搬,https://www.douban.com/group/topic/261002335/,mhr,https://www.douban.com/people/143418258/,2,2022-02-26 01:50:00
求租：北七家附近，温泉花园、羊各庄、望都、西湖新村、冠华苑1室1厅的房子。,https://www.douban.com/group/topic/261002163/,豆友212761784,https://www.douban.com/people/212761784/,3,2022-02-26 01:43:00
已租/沙河高教园整租loft,https://www.douban.com/group/topic/261001832/,庆祝无意义,https://www.douban.com/people/214185740/,4,2022-02-26 01:31:00
我又来了，找个酒仙桥的床位,https://www.douban.com/group/topic/260999668/,黑主理事长,https://www.douban.com/people/luxuryzhou/,0,2022-02-26 00:38:00
国贸双井九龙山，珠江帝景三居次卧出租，公用餐厅，阳台，拎包入住，实图实价,https://www.douban.com/group/topic/260999566/,来自可爱的月球,https://www.douban.com/people/225550176/,3,2022-02-26 00:36:00
崇文门两居次卧转租,https://www.douban.com/group/topic/260999487/,Rena_sunny,https://www.douban.com/people/160541612/,0,2022-02-26 00:35:00
5号线天通苑南 招室友,https://www.douban.com/group/topic/260998595/,。,https://www.douban.com/people/175243601/,0,2022-02-26 00:20:00
求助马连洼农大南路附近两居室～非中介的,https://www.douban.com/group/topic/260998228/,十里春风不如你,https://www.douban.com/people/145428935/,0,2022-02-26 00:14:00
4号线公益西桥富卓苑小区个人原因转租,https://www.douban.com/group/topic/260998169/,青,https://www.douban.com/people/170717425/,7,2022-02-26 00:13:00
[找个合租男室友]，海淀建西苑北里 地铁1号线八角游乐园，融科，6号线西黄村,https://www.douban.com/group/topic/260997870/,ZLC,https://www.douban.com/people/179011712/,0,2022-02-26 00:09:00
个人直租，三里屯 国贸 团结湖,https://www.douban.com/group/topic/260997740/,jackie,https://www.douban.com/people/131632180/,2,2022-02-26 00:08:00
沙河高教园整租精装单间一室一卫，独门独户 家具齐全干净卫生。随时看房拎包入住。无中介费 1000元,https://www.douban.com/group/topic/260997501/,嘟嘟,https://www.douban.com/people/223104074/,2,2022-02-26 00:04:00
1号线，传媒大学 北花园 合租卧室 集中供暖 包取暖 网络 保洁，随时入住 15601056667 v同步,https://www.douban.com/group/topic/260997096/,biu biu,https://www.douban.com/people/185538259/,4,2022-02-25 23:59:00
出租自住14号线平乐园地铁旁三居室其中两个小屋，之前自住，家具俱全。14号线、7号线、10号线。往国贸、望京方便,https://www.douban.com/group/topic/260996899/,纳尔齐斯,https://www.douban.com/people/1879908/,0,2022-02-25 23:57:00
已找到,https://www.douban.com/group/topic/260996572/,比格-·菲斯,https://www.douban.com/people/67835385/,3,2022-02-25 23:52:00
求租 国贸一站地铁附近 飘窗精装修主次卧均可,https://www.douban.com/group/topic/260996484/,豆友253921079,https://www.douban.com/people/253921079/,0,2022-02-25 23:51:00
稻田地铁旁，周边小区，温馨主次卧，包物业包取暖，直达总部基地  丰台科技园，随时可以看房，电话同步15830305897,https://www.douban.com/group/topic/260996315/,HikS💕,https://www.douban.com/people/235428414/,0,2022-02-25 23:49:00
10号线16号线字节房补内紫金庄园性价比超高小单间,https://www.douban.com/group/topic/260996213/,妞妞爱喝牛奶,https://www.douban.com/people/250035729/,7,2022-02-25 23:48:00
求整租两居室 国贸通勤30分钟内,https://www.douban.com/group/topic/260996069/,风的影子,https://www.douban.com/people/218726478/,0,2022-02-25 23:46:00
因工作调动，现转租回龙观地铁附近单间2350,https://www.douban.com/group/topic/260995932/,侧缝,https://www.douban.com/people/216348152/,2,2022-02-25 23:44:00
个人转租地铁六号线黄渠站,https://www.douban.com/group/topic/260995433/,栗子,https://www.douban.com/people/Hn1216/,0,2022-02-25 23:38:00
出租和谐家园一区正规大次卧每月2000包物业可以压一付一,https://www.douban.com/group/topic/260994511/,幸福的小猪佩奇,https://www.douban.com/people/245189325/,0,2022-02-25 23:26:00
已完成,https://www.douban.com/group/topic/260994114/,豆友L7LObYnBdk,https://www.douban.com/people/248190457/,1,2022-02-25 23:22:00
10号线双井精装修，朝南大主卧出租,https://www.douban.com/group/topic/260993548/,可以尬聊吗,https://www.douban.com/people/252430789/,2,2022-02-25 23:14:00
15号线花梨坎地铁200米，朝南主卧，便宜出租，距离望京上班30分钟,https://www.douban.com/group/topic/260993463/,用心服务,https://www.douban.com/people/219457676/,0,2022-02-25 23:13:00
十四号线望京南地铁站，大山子北里小区.三家合住，朝西次卧，临798艺术区，恒通商务园，360大厦，58同城，电子城,https://www.douban.com/group/topic/260993416/,豆友229978859,https://www.douban.com/people/229978859/,0,2022-02-25 23:13:00
六号线 物资学院 合租主卧阳台 2000 无中介费 房东直租 个人房源 房源真实 房东找租客真难,https://www.douban.com/group/topic/260993372/,孤独比爱你舒服,https://www.douban.com/people/247887103/,2,2022-02-25 23:12:00
【8号线昌平线 朱辛庄】大次卧1950室友全女生 无中芥费,https://www.douban.com/group/topic/260992381/,北皇绝夜,https://www.douban.com/people/194674732/,2,2022-02-25 23:00:00
房东直租，朱辛庄地铁站次卧2300，精装修,https://www.douban.com/group/topic/260992371/,D,https://www.douban.com/people/152236913/,5,2022-02-25 23:00:00
中关村 五道口 知春路，无中介费,https://www.douban.com/group/topic/260992184/,|  | -8- |  |,https://www.douban.com/people/yizhidaee/,10,2022-02-25 22:58:00
育新地铁，黑马学校，龙乡，南店新村，朝南次卧带阳台1990.押一付一，无杂费，电微17610433585,https://www.douban.com/group/topic/260992041/,我,https://www.douban.com/people/200057849/,1,2022-02-25 22:56:00
1号线传媒大学，珠江绿洲新出四家两卫全空，独卫3900，厅卧2900，次卧2200，小间1500,https://www.douban.com/group/topic/260991926/,豆友229327237,https://www.douban.com/people/229327237/,1,2022-02-25 22:54:00
求租宋家庄刘家窑果园1号线5号线都可，1400左右的房子，最好直租，救救孩子吧，找疯了,https://www.douban.com/group/topic/260991752/,樂,https://www.douban.com/people/159549509/,1,2022-02-25 22:52:00
2100/月 无中介费转租 靠近地铁十里堡和四惠站，慈云寺北里,https://www.douban.com/group/topic/260991064/,马晴,https://www.douban.com/people/a13621151512/,0,2022-02-25 22:44:00
5号线 北苑路北 大屯路东 立水桥 惠新西街 无中介费无服务费 同区域最低价,https://www.douban.com/group/topic/260990969/,北京的天空,https://www.douban.com/people/248439788/,0,2022-02-25 22:43:00
十号线 成寿寺站 方庄南路十八号院 独卧采光好 2200！,https://www.douban.com/group/topic/260990540/,tiger,https://www.douban.com/people/185327530/,3,2022-02-25 22:38:00
个人转租5号线天通苑主卧带阳台,https://www.douban.com/group/topic/260990329/,koko,https://www.douban.com/people/205025737/,2,2022-02-25 22:36:00
求租宋家庄刘家窑果园1号线5号线都可，1400左右的房子，最好直租，救救孩子吧，找疯了,https://www.douban.com/group/topic/260991752/,樂,https://www.douban.com/people/159549509/,1,2022-02-25 22:52:00
2100/月 无中介费转租 靠近地铁十里堡和四惠站，慈云寺北里,https://www.douban.com/group/topic/260991064/,马晴,https://www.douban.com/people/a13621151512/,0,2022-02-25 22:44:00
5号线 北苑路北 大屯路东 立水桥 惠新西街 无中介费无服务费 同区域最低价,https://www.douban.com/group/topic/260990969/,北京的天空,https://www.douban.com/people/248439788/,0,2022-02-25 22:43:00
十号线 成寿寺站 方庄南路十八号院 独卧采光好 2200！,https://www.douban.com/group/topic/260990540/,tiger,https://www.douban.com/people/185327530/,3,2022-02-25 22:38:00
个人转租5号线天通苑主卧带阳台,https://www.douban.com/group/topic/260990329/,koko,https://www.douban.com/people/205025737/,2,2022-02-25 22:36:00
转租昌平沙河地铁站 正规小区民水民电 1460/月  非诚勿扰,https://www.douban.com/group/topic/260990257/,K.,https://www.douban.com/people/164208353/,4,2022-02-25 22:35:00
个人转租 朝阳门/东大桥 世贸天阶附近大开间 便宜转  4000/月,https://www.douban.com/group/topic/260990182/,Diana 慕小白,https://www.douban.com/people/197289081/,9,2022-02-25 22:34:00
【主卧独卫】10号线成寿寺地铁站  主卧独卫带阳台  三家两位 下楼地铁站  特别近   家具家电齐全   周边配套设施丰富   直达国贸,https://www.douban.com/group/topic/260990032/,热血波波,https://www.douban.com/people/253484886/,0,2022-02-25 22:32:00
个人转租一居室，与业主签约。地铁6号线和14号线金台路往南。红庙北里小区,https://www.douban.com/group/topic/260990016/,响亮的口号,https://www.douban.com/people/225458088/,4,2022-02-25 22:32:00
求租！以下范围，救救孩子吧！中介勿扰了,https://www.douban.com/group/topic/260989887/,呦呼,https://www.douban.com/people/170478299/,5,2022-02-25 22:31:00
求租 【整租两居】木樨地～月坛～军博～复兴门,https://www.douban.com/group/topic/260989844/,Fly Away,https://www.douban.com/people/68404338/,0,2022-02-25 22:30:00
10号线潘家园十里河 建业苑社区上下复室 主次卧出租一千多至三千多 随时看房 无中介费,https://www.douban.com/group/topic/260989816/,八九,https://www.douban.com/people/198469228/,2,2022-02-25 22:30:00
房东直租 S1上岸 地铁旁 楼下商场精装修双卫生间,https://www.douban.com/group/topic/260989524/,京城猫乱步,https://www.douban.com/people/134341848/,3,2022-02-25 22:27:00
出租！！五道口六道口地铁站附近大学周边精装好房！！整租分租都可以！！,https://www.douban.com/group/topic/260989503/,ɥnSɯɐı,https://www.douban.com/people/228505804/,0,2022-02-25 22:26:00
合租：7号线达官营附近，限女生,https://www.douban.com/group/topic/260988427/,燕归残阳,https://www.douban.com/people/6869293/,1,2022-02-25 22:13:00
5号线天通苑西三区自家房子次卧出租 房租每月1500元,https://www.douban.com/group/topic/260988406/,开心幸福,https://www.douban.com/people/162672096/,0,2022-02-25 22:13:00
望京 高家园四区 朝南阳台主卧合租,https://www.douban.com/group/topic/260988247/,董小宝,https://www.douban.com/people/ArvinDong/,2,2022-02-25 22:11:00
求租整租 一居室 地点果园至土桥一带即可,https://www.douban.com/group/topic/260988149/,TU,https://www.douban.com/people/195185309/,0,2022-02-25 22:10:00
(个人直租)地铁5号线天通西苑二区 石墙主卧25平 2700 压一付一 不限男女,https://www.douban.com/group/topic/260987736/,豆友eS20eLpnJY,https://www.douban.com/people/250329946/,0,2022-02-25 22:05:00
【个人转租】10号线安贞门 近地铁两居室次卧，带阳台,https://www.douban.com/group/topic/260987479/,Zevin,https://www.douban.com/people/167721417/,0,2022-02-25 22:03:00
房主直租东三环十号线劲松潘家园东里两居,https://www.douban.com/group/topic/260987373/,fightingforft,https://www.douban.com/people/1473090/,3,2022-02-25 22:02:00
望京转租,https://www.douban.com/group/topic/260987182/,我还是杨硕,https://www.douban.com/people/202152763/,0,2022-02-25 22:00:00
【房主直租主卧】地铁沙河站，昌平线、13号线、8号线。2200元价格可商量。,https://www.douban.com/group/topic/260987058/,春雨太阳,https://www.douban.com/people/81744133/,0,2022-02-25 21:58:00
天通苑，本三区，三家两卫，带客厅，2000出头就租，特价好房，随时看房,https://www.douban.com/group/topic/260986996/,安家之道,https://www.douban.com/people/244085333/,0,2022-02-25 21:57:00
房主直租，6号线黄渠站柏林爱乐主卧,https://www.douban.com/group/topic/260986961/,巴布特,https://www.douban.com/people/191988394/,1,2022-02-25 21:57:00
10号线 房东直租 无任何费用,https://www.douban.com/group/topic/260986895/,心痛在脸上,https://www.douban.com/people/222951063/,3,2022-02-25 21:56:00
石佛营东里小区 达美中心 大悦城 十里堡 慈云寺 都很方便,https://www.douban.com/group/topic/260986446/,YSDLKQ,https://www.douban.com/people/153486720/,3,2022-02-25 21:51:00
正规两居【主卧出租】曙光里/10号线三元桥/凤凰汇。面积 18 平米，3700元/月，无中介费,https://www.douban.com/group/topic/260986354/,沫沫酱,https://www.douban.com/people/137847859/,0,2022-02-25 21:50:00
地铁六号线青年路  大悦城 财满街民行医院 集中供暖 金隅泰和园两居房子   快速公交直达朝阳门外大街东大桥。,https://www.douban.com/group/topic/260986044/,珂珂💚,https://www.douban.com/people/212588039/,2,2022-02-25 21:46:00
