post_title,post_url,author_name,author_url,response_count,response_latest_time
转租5号线太平家园36号楼次卧,https://www.douban.com/group/topic/261120397/,小桂圆,https://www.douban.com/people/185979553/,1,2022-02-27 17:49:00
田村正规一居室转租，无中介费，无中介费！电话微信同步18329641399,https://www.douban.com/group/topic/261120371/,豆友ALohwUKfuw,https://www.douban.com/people/249660580/,3,2022-02-27 17:48:00
个人转租，龙跃苑四区次卧2500押一付三,https://www.douban.com/group/topic/261120306/,mona,https://www.douban.com/people/180733256/,5,2022-02-27 17:47:00
三义庙温馨开间独卫 人民大学 北理工 中关村 双榆树 苏州街 拎包入住 17344419870,https://www.douban.com/group/topic/261120102/,豆友LYBk1yD93s,https://www.douban.com/people/250956358/,5,2022-02-27 17:44:00
求租 十里堡 青年路 姚家园附近的房子,https://www.douban.com/group/topic/261120040/,阿门树下的树,https://www.douban.com/people/183202323/,6,2022-02-27 17:44:00
亦庄线【亦庄桥】地铁贵园东里【南向主卧】出租，【限女生1人】，无中介费,https://www.douban.com/group/topic/261120017/,dd_sunshine,https://www.douban.com/people/140758056/,1,2022-02-27 17:43:00
求租！求租芍药居地铁口附近次卧！,https://www.douban.com/group/topic/261119921/,哒哒哒,https://www.douban.com/people/212037225/,4,2022-02-27 17:41:00
回龙观西大街，回龙公园旁边，育知路地铁站，风雅园二区1层3家合租北次卧，随时入住，能做饭。,https://www.douban.com/group/topic/261119916/,鸡丁大侠-程子,https://www.douban.com/people/217514030/,0,2022-02-27 17:41:00
亦庄 主卧单间,https://www.douban.com/group/topic/261119804/,我爱说相声,https://www.douban.com/people/3736551/,0,2022-02-27 17:40:00
立水桥还有5个月到期的房间转租，2350元，可优惠500元,https://www.douban.com/group/topic/261119653/,一个番茄🍅,https://www.douban.com/people/187951469/,2,2022-02-27 17:37:00
魏公村佳苑小区 单间,https://www.douban.com/group/topic/261119555/,拉不拉,https://www.douban.com/people/124147352/,9,2022-02-27 17:36:00
求全女无异性合租，坐标花园桥·尼姑局,https://www.douban.com/group/topic/261119553/,求收留,https://www.douban.com/people/251597125/,7,2022-02-27 17:36:00
和谐雅园 三居室南向主卧独卫,https://www.douban.com/group/topic/261119544/,淹没在世界,https://www.douban.com/people/253867355/,3,2022-02-27 17:35:00
已出租六号线黄渠-民族家园-大次卧房东个人整租2000,https://www.douban.com/group/topic/261119498/,汽水🥤,https://www.douban.com/people/127087305/,3,2022-02-27 17:35:00
南向豪华地铁6号线十里堡～大悦城,https://www.douban.com/group/topic/261119453/,豆友s3wOMAOTMg,https://www.douban.com/people/249554369/,5,2022-02-27 17:34:00
个人转租｜独厨独卫一居室｜酒仙桥、望京、大山子｜,https://www.douban.com/group/topic/261119426/,糖果,https://www.douban.com/people/159579031/,0,2022-02-27 17:33:00
13号线附近 融泽嘉园6号院 两室一厅次卧出租,https://www.douban.com/group/topic/261119270/,奶迪家的奶希,https://www.douban.com/people/175664799/,0,2022-02-27 17:31:00
个人转租 无中介费|地铁六号线 常营 草房 通透两居室 5700/月,https://www.douban.com/group/topic/261119250/,瞎了的大冬,https://www.douban.com/people/66348079/,0,2022-02-27 17:31:00
东三环十号线团结湖站主卧出租,https://www.douban.com/group/topic/261119223/,寒心而已.,https://www.douban.com/people/233819511/,4,2022-02-27 17:30:00
高教大楼转租,https://www.douban.com/group/topic/261119068/,Leo,https://www.douban.com/people/161922971/,1,2022-02-27 17:28:00
国风美唐民俗风开间5200+国风美唐精装次卧，龙腾苑五区主卧独卫，紧邻地铁8，13号线。周边配套齐全。微信同电话：18333304461。,https://www.douban.com/group/topic/261118688/,一棵海草,https://www.douban.com/people/252580345/,0,2022-02-27 17:23:00
朝阳大悦城附近 青年汇佳园 大三居次卧招租,https://www.douban.com/group/topic/261118651/,今天开心了吗,https://www.douban.com/people/153615398/,0,2022-02-27 17:22:00
豆各庄，绿丰家园三期禾丰家园，出租一室一厅3000一个月,https://www.douban.com/group/topic/261118575/,另一种调调,https://www.douban.com/people/154548491/,0,2022-02-27 17:21:00
求租 十号线 亮马桥 三元桥 农业展览馆 团结湖 潘家园,https://www.douban.com/group/topic/261118538/,乱码llllll,https://www.douban.com/people/201574383/,1,2022-02-27 17:21:00
牡丹园地铁，朝南卧室,https://www.douban.com/group/topic/261118443/,宋晓波,https://www.douban.com/people/225433542/,3,2022-02-27 17:19:00
回龙观霍营出租次卧临近8号线,https://www.douban.com/group/topic/261118335/,走过路过,https://www.douban.com/people/226062875/,0,2022-02-27 17:18:00
【诚招室友】国贸、金台夕照、永安里、建国门-地铁站旁，近1号线、10号线等等,https://www.douban.com/group/topic/261118203/,豆友218029409,https://www.douban.com/people/218029409/,1,2022-02-27 17:16:00
下楼即是北苑路北 三家两卫南向次卧 全女生合住 随时看房,https://www.douban.com/group/topic/261118154/,爱房小李,https://www.douban.com/people/249897917/,4,2022-02-27 17:15:00
北京东朝阳 地铁六号线褡裢坡 青年路 大悦城金台路沿线可直达海淀区 三家全女生合租 民水民电无阶梯 价格美丽 联系方式15101551372,https://www.douban.com/group/topic/261118133/,小韩,https://www.douban.com/people/249503451/,0,2022-02-27 17:15:00
房山线稻田地铁站超大次卧招租，从出门到进地铁6分钟,https://www.douban.com/group/topic/261118115/,紫气东来,https://www.douban.com/people/153276032/,1,2022-02-27 17:14:00
个人出租-北三环西坝河一室一厅【房子已短租，7月后再租】,https://www.douban.com/group/topic/261118054/,Juli,https://www.douban.com/people/76732231/,3,2022-02-27 17:13:00
六号线 郎芳园小区 正规一居室 55平米 南向 2800元,https://www.douban.com/group/topic/261117883/,V18515663155,https://www.douban.com/people/Vvv18515663155/,3,2022-02-27 17:11:00
个人转租|朝阳大悦城附近,https://www.douban.com/group/topic/261117683/,💍董小仙,https://www.douban.com/people/189494933/,6,2022-02-27 17:08:00
整租·开间公寓丨20平丨东直门外大街，胡家园路，幸福二村，港湾国际10层5500/月,https://www.douban.com/group/topic/261117681/,明月何时初照人,https://www.douban.com/people/253039251/,0,2022-02-27 17:08:00
8/13号线霍营回龙观东大街国风美唐朝东卧室转租2300,https://www.douban.com/group/topic/261117565/,Vliona,https://www.douban.com/people/Vliona/,0,2022-02-27 17:06:00
🙏纯个人｜13号线西二旗霍营8号线回龙观东大街国风美唐朝阳卧室2300,https://www.douban.com/group/topic/261117550/,笑待,https://www.douban.com/people/207106721/,0,2022-02-27 17:06:00
马连洼，网易百度，快手滴滴，紫成嘉园主卧独卫次卧全部都有2500-4100,https://www.douban.com/group/topic/261117517/,荣耀星空,https://www.douban.com/people/217706889/,2,2022-02-27 17:05:00
10号线   成寿寺地铁站   精装大三居室  可整租分租  包物业包取暖 集中供暖 随时看房,https://www.douban.com/group/topic/261117498/,枸杞,https://www.douban.com/people/253468143/,1,2022-02-27 17:05:00
整租一居 中关村东路107号楼 知春路,https://www.douban.com/group/topic/261117470/,suven,https://www.douban.com/people/184673035/,2,2022-02-27 17:05:00
房东直租+富力阳光美园 三居8300,https://www.douban.com/group/topic/261117396/,莫小小,https://www.douban.com/people/xiaoxiao0920/,0,2022-02-27 17:04:00
求整租| 6号线国家图书馆/白石桥南,https://www.douban.com/group/topic/261117364/,金正峰,https://www.douban.com/people/143190611/,4,2022-02-27 17:03:00
长阳地铁 建邦华庭独卫  康泽佳苑 主次卧 均有 随时看房无中介费 房子刚搬空,https://www.douban.com/group/topic/261117193/,东北小旋风,https://www.douban.com/people/237445201/,0,2022-02-27 17:01:00
6号线十里堡朝阳大悦城国贸大望路附近单间2300仅一个女生,https://www.douban.com/group/topic/261117039/,Yuckr故事里的孩,https://www.douban.com/people/224586790/,1,2022-02-27 16:59:00
求太阳宫通勤30分钟之内 全女生合租房子,https://www.douban.com/group/topic/261116749/,陈思,https://www.douban.com/people/194986013/,7,2022-02-27 16:55:00
无中介费 次卧转租两居室十里堡北里小区3.12可住，限一个女生住,https://www.douban.com/group/topic/261116702/,"A, a🌙黎轰轰",https://www.douban.com/people/186375219/,4,2022-02-27 16:55:00
6号线-物资学院站-天赐良园-合租-朝南次卧,https://www.douban.com/group/topic/261116691/,你找谁啊？,https://www.douban.com/people/217988321/,6,2022-02-27 16:55:00
正规朝南两居/整租/可分租/6号线青年路/5200每月,https://www.douban.com/group/topic/261116667/,放学不好好读书,https://www.douban.com/people/120794693/,2,2022-02-27 16:54:00
【房东直租】北京像素主卧2500/月，中介勿扰！,https://www.douban.com/group/topic/261116634/,晓华,https://www.douban.com/people/215217220/,5,2022-02-27 16:54:00
一人一猫求租八通线或14号线房源。,https://www.douban.com/group/topic/261116611/,愿无岁月可回头,https://www.douban.com/people/154787062/,15,2022-02-27 16:53:00
地铁14号线 距望京3站地铁 酒仙桥798艺术区也超近 星城国际A座 招室友 带大露台 公共空间大 独卫主卧,https://www.douban.com/group/topic/261116387/,又偷猪了,https://www.douban.com/people/251259896/,0,2022-02-27 16:50:00
求租：方庄蒲黄榆附近，次卧,https://www.douban.com/group/topic/261116372/,兰兰,https://www.douban.com/people/227139319/,0,2022-02-27 16:50:00
纯个人/10号线石榴庄站次卧招室友,https://www.douban.com/group/topic/261116166/,Lily,https://www.douban.com/people/202859237/,0,2022-02-27 16:47:00
【房东直租】北京像素主卧2500/月，中介勿扰！,https://www.douban.com/group/topic/261116634/,晓华,https://www.douban.com/people/215217220/,5,2022-02-27 16:54:00
一人一猫求租八通线或14号线房源。,https://www.douban.com/group/topic/261116611/,愿无岁月可回头,https://www.douban.com/people/154787062/,15,2022-02-27 16:53:00
地铁14号线 距望京3站地铁 酒仙桥798艺术区也超近 星城国际A座 招室友 带大露台 公共空间大 独卫主卧,https://www.douban.com/group/topic/261116387/,又偷猪了,https://www.douban.com/people/251259896/,0,2022-02-27 16:50:00
求租：方庄蒲黄榆附近，次卧,https://www.douban.com/group/topic/261116372/,兰兰,https://www.douban.com/people/227139319/,0,2022-02-27 16:50:00
纯个人/10号线石榴庄站次卧招室友,https://www.douban.com/group/topic/261116166/,Lily,https://www.douban.com/people/202859237/,0,2022-02-27 16:47:00
求租｜农大马连洼附近整租2居室,https://www.douban.com/group/topic/261115997/,zsh,https://www.douban.com/people/214215557/,0,2022-02-27 16:45:00
六号线草房，主卧,https://www.douban.com/group/topic/261115826/,六号线租房,https://www.douban.com/people/253840625/,4,2022-02-27 16:42:00
转租：海淀区马甸桥北师大主卧转租,https://www.douban.com/group/topic/261115624/,Daniel,https://www.douban.com/people/203857616/,0,2022-02-27 16:39:00
房东直租0押月付 西二旗西北旺智学苑回龙观新村 次卧主卧独卫1000/3000公寓两居三居 快手小米软件园百度网易滴滴,https://www.douban.com/group/topic/261115606/,非诚勿扰,https://www.douban.com/people/73996642/,2,2022-02-27 16:39:00
6号线廖公庄地铁站2居室次卧诚招室友,https://www.douban.com/group/topic/261115597/,四为公子,https://www.douban.com/people/158168090/,6,2022-02-27 16:39:00
北京南站转租,https://www.douban.com/group/topic/261115583/,言笑晏晏,https://www.douban.com/people/211065032/,3,2022-02-27 16:39:00
6号线十里堡北里主卧带独立客厅3300超值,https://www.douban.com/group/topic/261115337/,好娃娃0011,https://www.douban.com/people/144747597/,3,2022-02-27 16:35:00
15号线关庄5号线惠新西街北口一居室,https://www.douban.com/group/topic/261115325/,小艾不想学习,https://www.douban.com/people/236110426/,0,2022-02-27 16:35:00
公寓独卫，万柳，苏州街，苏州桥，北京理工大学，北京人民大学，随时看房,https://www.douban.com/group/topic/261115207/,小糖,https://www.douban.com/people/250108608/,0,2022-02-27 16:33:00
地铁站6号线青年路，大悦城，珠江罗马佳园，青年汇佳园，朝阳园，雅成一里，朝阳雅筑，华纺易城，国美第一城小区主次卧一居两居三居出租,https://www.douban.com/group/topic/261115098/,A  A  A        ,https://www.douban.com/people/184714005/,0,2022-02-27 16:31:00
地铁四号线十号线角门西大厅卧,https://www.douban.com/group/topic/261115026/,豆友204239981,https://www.douban.com/people/204239981/,2,2022-02-27 16:30:00
方庄 蒲黄榆地铁  芳群园一区精装次卧 三家合租 优化间 二二五零就租  随时看房入住 16619951261 同步微信,https://www.douban.com/group/topic/261114797/,小明同志,https://www.douban.com/people/247533180/,4,2022-02-27 16:27:00
房子一室一厅，家具家电齐全，地铁6号线，地铁2号线都很近，你喜欢就加我，13439208909,https://www.douban.com/group/topic/261114756/,Bruce yuan  超,https://www.douban.com/people/215930724/,1,2022-02-27 16:26:00
帮房东发 角门西角门东附近两居室整租 房东直租,https://www.douban.com/group/topic/261114744/,好好,https://www.douban.com/people/182624837/,12,2022-02-27 16:26:00
个人转租,https://www.douban.com/group/topic/261114698/,克里斯托,https://www.douban.com/people/185188687/,8,2022-02-27 16:26:00
1号线地铁果园 200米 南向主卧室1700/月 可以押一付一 无中介费 包物业取暖 13121229770,https://www.douban.com/group/topic/261114687/,vghn,https://www.douban.com/people/178711925/,2,2022-02-27 16:25:00
地铁14号线 双龙南里小区出租（已经出租，谢谢）,https://www.douban.com/group/topic/261114567/,豆友1vJwfcl0uE,https://www.douban.com/people/253131894/,2,2022-02-27 16:24:00
褡裢坡求租一套三居室,https://www.douban.com/group/topic/261114565/,万齐大人,https://www.douban.com/people/73566300/,1,2022-02-27 16:24:00
1号线古城整租求室友,https://www.douban.com/group/topic/261114465/,不知道叫什么,https://www.douban.com/people/198883176/,7,2022-02-27 16:22:00
转租6号线青年路两居（可分租）,https://www.douban.com/group/topic/261114361/,花藤上的小蜗牛,https://www.douban.com/people/170485319/,3,2022-02-27 16:20:00
14号线方庄地铁站700米，精装一居，首次出租,https://www.douban.com/group/topic/261114333/,无厘豆友,https://www.douban.com/people/252400077/,1,2022-02-27 16:20:00
【房东直租，限女生】交大/魏公村/农科院/铁科院/央财/国家图书馆,https://www.douban.com/group/topic/261114332/,zting,https://www.douban.com/people/178702203/,1,2022-02-27 16:20:00
金台路 甜水园 团结湖 大望路 国贸 次卧转租 中介勿扰,https://www.douban.com/group/topic/261114294/,久久,https://www.douban.com/people/30227142/,4,2022-02-27 16:19:00
大钟寺地铁旁，方恒时尚零距离，太阳园小区，落地飘窗大中卧，电梯楼，采光好无遮挡，随时入住13601018747,https://www.douban.com/group/topic/261114186/,浩蒙,https://www.douban.com/people/90598181/,0,2022-02-27 16:18:00
大望路1号线14号线步行3分钟大厅卧落地窗转租随时看房无中介,https://www.douban.com/group/topic/261114136/,小鱼,https://www.douban.com/people/187838451/,14,2022-02-27 16:17:00
朝阳区周庄嘉园4号院转租,https://www.douban.com/group/topic/261114131/,白色风车,https://www.douban.com/people/230248739/,0,2022-02-27 16:17:00
小南庄 苏州桥 人民大学 魏公村 紫金大厦 西海国际 精装独卫3100,https://www.douban.com/group/topic/261114088/,Kramer,https://www.douban.com/people/219218805/,0,2022-02-27 16:16:00
五道口 东王庄 清华同方 主卧3600次卧3000出租，现房随时可以住15576376944微信同,https://www.douban.com/group/topic/261114020/,豆友UtJN1yPLOs,https://www.douban.com/people/249957347/,3,2022-02-27 16:15:00
学院路 林大北路5号院 3家合作。朝南次卧。采光好。2500 随时看房入住,https://www.douban.com/group/topic/261113977/,锦上居房管,https://www.douban.com/people/242355046/,0,2022-02-27 16:14:00
求租一居（1人住，4月初正式入住）,https://www.douban.com/group/topic/261113832/,Aquarius,https://www.douban.com/people/194632177/,2,2022-02-27 16:12:00
西土城地铁旁，致真大厦，唯实大厦，紫金数码房补内，豪华装修两居南向大次卧，电梯楼，采光好，随时入住13601018747,https://www.douban.com/group/topic/261113781/,老婆对我真的好,https://www.douban.com/people/90211852/,2,2022-02-27 16:11:00
东风北桥地铁站 酒仙桥十二街坊 超大主卧 短期转租 37天3000元,https://www.douban.com/group/topic/261113597/,Li,https://www.douban.com/people/243932499/,5,2022-02-27 16:08:00
沙河地铁一室一厅1800,https://www.douban.com/group/topic/261113463/,青儿☕️💝编辑 心,https://www.douban.com/people/153152452/,1,2022-02-27 16:07:00
天通苑北三区 小次卧带阳台 1100押一付一出租 可随时看房 包物业供暖,https://www.douban.com/group/topic/261113325/,大喵,https://www.douban.com/people/235947118/,1,2022-02-27 16:05:00
15号线顺义地铁龙府花园次卧1250，无杂费,https://www.douban.com/group/topic/261113197/,孙强,https://www.douban.com/people/239640347/,2,2022-02-27 16:03:00
两居出租,https://www.douban.com/group/topic/261112904/,.余生🍃,https://www.douban.com/people/195578864/,4,2022-02-27 15:59:00
四惠东公寓,https://www.douban.com/group/topic/261112778/,穆穆惶惶,https://www.douban.com/people/240477138/,0,2022-02-27 15:57:00
🙏靠谱转租！【家人们，实习到期，转租小屋了！😇】,https://www.douban.com/group/topic/261112747/,关忆,https://www.douban.com/people/180619864/,0,2022-02-27 15:57:00
个人求租-亮马桥附近,https://www.douban.com/group/topic/261112714/,豆友191720307,https://www.douban.com/people/191720307/,9,2022-02-27 15:56:00
生物医药基地站大次卧 出行方便 旁边就是地铁站 拎包入住,https://www.douban.com/group/topic/261112694/,1,https://www.douban.com/people/240297618/,2,2022-02-27 15:56:00
金台路两室一厅主卧找室友，三月底入住,https://www.douban.com/group/topic/261112653/,呜啦啦,https://www.douban.com/people/240713638/,0,2022-02-27 15:55:00
个人转租|三元桥光熙门附近静安里小区两居次卧2850（三月下旬）,https://www.douban.com/group/topic/261112535/,月亮说它忘记了,https://www.douban.com/people/185968890/,1,2022-02-27 15:54:00
【房东直租】招室友 陶然亭 牛街 白纸坊 近期可入住,https://www.douban.com/group/topic/261112451/,shimmer,https://www.douban.com/people/203054803/,4,2022-02-27 15:52:00
求租新宫地铁站附近一居室,https://www.douban.com/group/topic/261112300/,Mg,https://www.douban.com/people/253759642/,1,2022-02-27 15:51:00
宋家庄地铁附近2家合租，主卧阳台，无中介费，随时看房,https://www.douban.com/group/topic/261112264/,一个大脖溜子A,https://www.douban.com/people/250302022/,1,2022-02-27 15:50:00
北京像素｜独厨独卫｜地铁草房/常营/仅限女生,https://www.douban.com/group/topic/261112261/,Jane,https://www.douban.com/people/179808630/,1,2022-02-27 15:50:00
求租5/10号线附近,https://www.douban.com/group/topic/261112058/,ECHO,https://www.douban.com/people/171103696/,2,2022-02-27 15:47:00
招合租室友：丰台区丰台路口东、地铁七里庄(14、9号线)、六里桥（9、10号线）附近，干净、温馨，供暖、采光好，家具家电齐全。,https://www.douban.com/group/topic/261111896/,🧡,https://www.douban.com/people/209901764/,2,2022-02-27 15:45:00
已有,https://www.douban.com/group/topic/261111814/,豆友BFU_soI-TA,https://www.douban.com/people/252739537/,0,2022-02-27 15:44:00
公益西桥朝南独卫卧室3150，需要联系13264590041,https://www.douban.com/group/topic/261111760/,Z先生,https://www.douban.com/people/222382765/,0,2022-02-27 15:43:00
转租，软件园二期附近，柳浪家园次卧2700要求女生,https://www.douban.com/group/topic/261111739/,预言家,https://www.douban.com/people/238845288/,7,2022-02-27 15:43:00
北京朝阳区房子，【翠城馨园小区】210平，三室两厅两卫 ，现转租其中一间次卧 。,https://www.douban.com/group/topic/261111667/,七号少年,https://www.douban.com/people/luhandeer7/,0,2022-02-27 15:42:00
租房 七号线,https://www.douban.com/group/topic/261111531/,豆友NFvs5pEelw,https://www.douban.com/people/248612629/,1,2022-02-27 15:40:00
亦庄线旧宫地铁京东班车站点精装朝南卧室出租室友全女孩 采光好干净整洁,https://www.douban.com/group/topic/261111519/,～凉夏,https://www.douban.com/people/243906702/,0,2022-02-27 15:39:00
双井地铁口电梯房转租2600可谈,https://www.douban.com/group/topic/261111515/,送值储,https://www.douban.com/people/184450125/,2,2022-02-27 15:39:00
朝阳天泰北双苑小区大主卧招临时室友1200,https://www.douban.com/group/topic/261111406/,后知后觉,https://www.douban.com/people/236150348/,1,2022-02-27 15:38:00
朱辛庄个人求租,https://www.douban.com/group/topic/261111290/,1862780,https://www.douban.com/people/167658205/,2,2022-02-27 15:36:00
一号线九棵树地铁口，正规三居室无隔断可整可分地铁8分钟，可付一，无杂费，无中介费，步梯5楼，接受的来jdh123450,https://www.douban.com/group/topic/261111278/,嘿^O^云峰,https://www.douban.com/people/248562634/,0,2022-02-27 15:36:00
北京珠江绿洲家园转租,https://www.douban.com/group/topic/261111078/,董枋政,https://www.douban.com/people/223396892/,7,2022-02-27 15:33:00
西平街 免水电 1600 无中介费 望京 首都机场,https://www.douban.com/group/topic/261110969/,豆友AFLVSHwh9c,https://www.douban.com/people/250680449/,4,2022-02-27 15:31:00
高碑店传媒大学附近超级蜂巢公寓直租18513498840,https://www.douban.com/group/topic/261110964/,阿杜,https://www.douban.com/people/250530570/,0,2022-02-27 15:31:00
立水桥 明天第一城6号院  三家一卫  朝南主卧2700随时看,https://www.douban.com/group/topic/261110888/,相信光吗,https://www.douban.com/people/248946073/,0,2022-02-27 15:30:00
一号线地铁站🚉五百米超大朝阳主卧带阳台 无中介费 两室一厅 和一单身女生合租,https://www.douban.com/group/topic/261110844/,郭岩雪🧸ྀིྀ,https://www.douban.com/people/239524109/,2,2022-02-27 15:30:00
【6号线】常营地铁口，常营天街对面，北辰福第主卧离京转租,https://www.douban.com/group/topic/261110798/,Evan86,https://www.douban.com/people/254064466/,1,2022-02-27 15:29:00
地铁13号线，北苑，乐想汇，14年新小区。一居室，干净卫生。楼层高，采光好。,https://www.douban.com/group/topic/261110777/,李子,https://www.douban.com/people/238796692/,7,2022-02-27 15:28:00
积水潭西直门地铁。枫蓝国际 文慧园小区卧室带阳台俩家用一个卫生间3000微信电话17600705123,https://www.douban.com/group/topic/261110753/,A,https://www.douban.com/people/236444273/,0,2022-02-27 15:28:00
回龙观霍营龙泽求租一个卧室,https://www.douban.com/group/topic/261110690/,kekeren93,https://www.douban.com/people/63728817/,7,2022-02-27 15:27:00
【招1位室友（魏公村地铁站附近）——限女性，2人合住一室】,https://www.douban.com/group/topic/261110648/,阳光蓝天正正好,https://www.douban.com/people/153822801/,2,2022-02-27 15:27:00
【个人转租】【房东直签】【有旺桃花】海淀北五环清河永泰庄电科院南区精装次卧,https://www.douban.com/group/topic/261110612/,Arden Zhao,https://www.douban.com/people/168146046/,3,2022-02-27 15:26:00
13号线西二旗融泽嘉园1号院次卧带空调仅需2400四家合住无任何费用，13051069554同微信,https://www.douban.com/group/topic/261110530/,刘勇,https://www.douban.com/people/194747990/,0,2022-02-27 15:25:00
望京新城 四家一卫 次卧2800 随时看,https://www.douban.com/group/topic/261110477/,如夏,https://www.douban.com/people/248947560/,0,2022-02-27 15:24:00
西二旗蓝天嘉园－两个大南卧－3500可月付,https://www.douban.com/group/topic/261110432/,葬爱_翔,https://www.douban.com/people/244069797/,3,2022-02-27 15:24:00
朝阳区 酒仙桥 芳园里 将台地铁 主卧带阳台3750 免中介费 免网费,https://www.douban.com/group/topic/261110285/,Vivi,https://www.douban.com/people/154514245/,0,2022-02-27 15:22:00
石景山区1号楼地铁 6号线地铁 各种价位合租单间,https://www.douban.com/group/topic/261110197/,👌,https://www.douban.com/people/243052562/,1,2022-02-27 15:21:00
转租北运河东地铁站附近主卧，1700,https://www.douban.com/group/topic/261110180/,🛀 蔺颉安,https://www.douban.com/people/191928767/,5,2022-02-27 15:20:00
整租 14号线阜通地铁站 望花路西里 整租一居室6200/月 电梯楼4层 精装修 临近凯德茂 利星行 首开广场 望京soho 悠乐汇,https://www.douban.com/group/topic/261109870/,双节特丶,https://www.douban.com/people/253709797/,0,2022-02-27 15:16:00
昌平县城，主卧独卫，3层，朝南采光好，昌平地铁450米 随时看房。拎包入住 ，无中介费，服务费13716587747同V,https://www.douban.com/group/topic/261109690/,晓红,https://www.douban.com/people/227517589/,0,2022-02-27 15:13:00
云翔嘉园 三家合租 主卧飘窗1500 S1地铁口 随时入住 长租 联系电话17550090815,https://www.douban.com/group/topic/261109656/,小乔～,https://www.douban.com/people/qiao369/,0,2022-02-27 15:13:00
求租整租一室，地点可以是国贸，十里河，望京，宋家庄，建国门。,https://www.douban.com/group/topic/261109642/,Holly-Lee,https://www.douban.com/people/125913784/,1,2022-02-27 15:12:00
中关村软件园附近紫城嘉园精装一居室6000元。房东直租。豪华装修。和房东签合同。随时可以住。看上联系18710014241,https://www.douban.com/group/topic/261109472/,王敏,https://www.douban.com/people/238670163/,0,2022-02-27 15:10:00
转租：通州孙各庄家园一间卧室（房子2室一厅一厨一卫）仅1400，月付,https://www.douban.com/group/topic/261109395/,甜的超正经,https://www.douban.com/people/192367541/,5,2022-02-27 15:09:00
个人转租6号线草房站像素南区个人转租1800,https://www.douban.com/group/topic/261109383/,耳朵躺着太阳,https://www.douban.com/people/198037567/,0,2022-02-27 15:09:00
【求租】整租三居或有客厅的两居,https://www.douban.com/group/topic/261109374/,浪里白条鸡,https://www.douban.com/people/36011004/,3,2022-02-27 15:09:00
7号线翠城馨园垡头金蝉南里次卧2300合租3家女生房随时能看,https://www.douban.com/group/topic/261109359/,潇潇暮雨,https://www.douban.com/people/249689081/,7,2022-02-27 15:09:00
丽泽商务区，丽泽SOHO，汇亚大厦，菜户营地铁站旁边，金泰城丽湾小区正规主卧带落地窗2500，3.9号后可看房入住,https://www.douban.com/group/topic/261109317/,豆友252717833,https://www.douban.com/people/252717833/,0,2022-02-27 15:08:00
昌平县城 清秀园北区 精装一居室 随时看房入住 近石油政法大学 地铁站步行10分钟 价格优惠先到先得,https://www.douban.com/group/topic/261109292/,小王,https://www.douban.com/people/214914421/,1,2022-02-27 15:08:00
大钟寺 皂君庙 四道口 交通大学 交大东路31号院超值单间1800 随时看房拎包入住,https://www.douban.com/group/topic/261109255/,陆康康同学,https://www.douban.com/people/234781653/,0,2022-02-27 15:07:00
房东直租| 6号线 距十里堡地铁口5分钟 南北通透 出租次卧2500,https://www.douban.com/group/topic/261109242/,水玛瑙,https://www.douban.com/people/234582589/,1,2022-02-27 15:07:00
16号线农大南路站 肖家河小区 距西苑  马连洼一站地 靠近中关村 软件园 百度 网易 联想 新浪,https://www.douban.com/group/topic/261109231/,北京讨生活,https://www.douban.com/people/251474263/,2,2022-02-27 15:07:00
个人求租一周,https://www.douban.com/group/topic/261109180/,年年昔,https://www.douban.com/people/158239480/,2,2022-02-27 15:06:00
雍和宫地铁口，东直门，鼓楼大街，歌华大厦，雍和大厦，戏楼胡同精装平房带独立卫浴厨房整租,https://www.douban.com/group/topic/261109129/,本乎,https://www.douban.com/people/238603116/,4,2022-02-27 15:05:00
六里桥东地铁附近次卧出租,https://www.douban.com/group/topic/261109025/,豆友小咪,https://www.douban.com/people/196024508/,3,2022-02-27 15:04:00
转租 智学苑 大次卧,https://www.douban.com/group/topic/261108907/,Genesis,https://www.douban.com/people/241607348/,0,2022-02-27 15:02:00
过渡期,https://www.douban.com/group/topic/261108880/,yiziliu,https://www.douban.com/people/146599370/,6,2022-02-27 15:02:00
转租/八通线梨园/次卧/1100/离地铁站步行五分钟,https://www.douban.com/group/topic/261108852/,豆友210716016,https://www.douban.com/people/210716016/,1,2022-02-27 15:01:00
北三环，马甸桥附近合租单间，纯个人。3200。,https://www.douban.com/group/topic/261108692/,因果,https://www.douban.com/people/231800308/,7,2022-02-27 14:59:00
西二旗租房//个人转租（无服务费无转租费无网费）；地铁一站可到,https://www.douban.com/group/topic/261108668/,凡夫俗子,https://www.douban.com/people/135665728/,6,2022-02-27 14:59:00
5号线北苑路北 朝南主卧独卫带阳台 4500+无中介费无服务费 需要联系18518167102同微,https://www.douban.com/group/topic/261108605/,精美的生活,https://www.douban.com/people/248602575/,1,2022-02-27 14:58:00
换工作！急租！！！7/10号线双井地铁个人房源！两居室！可分租！价格便宜先到先得，,https://www.douban.com/group/topic/261108419/,心酸绊泪,https://www.douban.com/people/252911251/,0,2022-02-27 14:56:00
8号线朱辛庄地铁站附近  主卧 次卧 庭隔  包物业取暖 民水 民电没有中介费 有需要联系15822519753  v同步,https://www.douban.com/group/topic/261108417/,朱辛庄附近,https://www.douban.com/people/253743892/,0,2022-02-27 14:56:00
